iso_code,country_name,date,total_doses,at_least_one_dose,fully_vaccinated,date_accessed
0,Sao Tome And Principe,2022-01-17,182238.0,88983.0,61405.0,2022-07-29
0,Sao Tome And Principe,2021-07-26,43960.0,32090.0,11870.0,2022-07-29
0,Sao Tome And Principe,2021-08-03,43978.0,32107.0,11871.0,2022-07-29
0,Sao Tome And Principe,2021-05-24,12374.0,12374.0,0.0,2022-07-29
0,Sao Tome And Principe,2022-04-26,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-05-18,12374.0,12374.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-05-31,18888.0,12374.0,6514.0,2022-07-29
0,Sao Tome And Principe,2021-10-15,103720.0,75837.0,27883.0,2022-07-29
0,Sao Tome And Principe,2021-10-26,107149.0,78857.0,28292.0,2022-07-29
0,Sao Tome And Principe,2021-10-29,108838.0,80345.0,28493.0,2022-07-29
0,Sao Tome And Principe,2022-04-24,208657.0,113708.0,86914.0,2022-07-29
0,Sao Tome And Principe,2021-07-24,43942.0,32115.0,11827.0,2022-07-29
0,Sao Tome And Principe,2021-10-06,95901.0,70776.0,26908.0,2022-07-29
0,Sao Tome And Principe,2021-05-03,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-05-05,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-05-12,12374.0,12374.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-04-28,12367.0,12367.0,0.0,2022-07-29
0,Sao Tome And Principe,2021-05-14,12374.0,12374.0,0.0,2022-07-29
MDV,Maldives,2021-10-15,749426.0,394176.0,355250.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-04-30,230000.0,0.0,0.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-10-15,16117242.0,9926613.0,6180629.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2022-04-01,37860994.0,22157232.0,14287370.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-05-07,230000.0,0.0,0.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-07-23,1446988.0,1223130.0,223858.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-12-17,30049714.0,18393519.0,11608305.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-11-26,26314390.0,16415684.0,9858581.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-12-03,26314390.0,16415684.0,9858581.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2022-04-08,37860994.0,22157232.0,14287370.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-04-23,230000.0,0.0,0.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-10-01,15714857.0,9731808.0,5983049.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-10-08,16117242.0,9926613.0,6180629.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2021-12-10,26314390.0,16415684.0,9858581.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2022-03-04,37860994.0,22157232.0,14287370.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2022-03-11,37860994.0,22157232.0,14287370.0,2022-07-29
0,Venezuela (Bolivarian Republic Of),2022-03-18,37860994.0,22157232.0,14287370.0,2022-07-29
