entity,date,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,source,country_name,date_accessed
HONDURAS,2021-11-29,7960942.0,4395843.0,3565474.0,,,Honduras,2022-07-29
HONDURAS,2021-12-23,9188959.0,4941269.0,3952806.0,295259.0,EPI report,Honduras,2022-07-29
HONDURAS,2022-03-04,11340098.0,5214375.0,4206287.0,1919811.0,EPI report,Honduras,2022-07-29
HONDURAS,2022-03-11,11794913.0,5443384.0,4616205.0,1735699.0,EPI report,Honduras,2022-07-29
HONDURAS,2021-04-09,58314.0,55564.0,2750.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-04-16,58455.0,55705.0,2750.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-09-24,5196072.0,3207579.0,1988868.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-12-10,8656964.0,4805891.0,3619682.0,231766.0,Secretaría de Salud / Despacho de comunicaciones y estrategia,Honduras,2022-07-29
HONDURAS,2021-04-01,58314.0,55564.0,2750.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-09-03,3888360.0,2305295.0,1583440.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-11-12,7584433.0,3957957.0,3622891.0,3960.0,EPI report,Honduras,2022-07-29
HONDURAS,2021-11-19,7916340.0,3987966.0,3928749.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-07-09,980363.0,912814.0,67864.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-03-26,53150.0,51367.0,1783.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-09-10,4261546.0,2351299.0,1910622.0,,EPI report,Honduras,2022-07-29
HONDURAS,2021-09-17,4381368.0,2590970.0,1790773.0,,EPI report,Honduras,2022-07-29
HONDURAS,2022-02-11,10676787.0,5190314.0,4399117.0,1087731.0,EPI report,Honduras,2022-07-29
HONDURAS,2022-02-18,11004222.0,5299044.0,4560702.0,1144851.0,EPI report,Honduras,2022-07-29
HONDURAS,2022-02-25,11561083.0,5414940.0,4563441.0,1583077.0,EPI report,Honduras,2022-07-29
HONDURAS,2021-03-19,40104.0,40104.0,,,EPI report,Honduras,2022-07-29
EQUATORIAL GUINEA,2021-07-24,293702.0,174001.0,119701.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-04,400180.0,230862.0,169318.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-26,55799.0,47410.0,8389.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-27,55799.0,47410.0,8389.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-28,389970.0,225011.0,164959.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-21,45441.0,38024.0,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-12,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-14,414506.0,236045.0,178461.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-23,443135.0,246519.0,196616.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-03-26,9265.0,,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-07-12,277042.0,160525.0,116517.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-11,407873.0,232116.0,175757.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-12-17,452572.0,249215.0,203357.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-12-25,452572.0,249215.0,203357.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-03-17,463984.0,259685.0,204299.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-19,32884.0,27579.0,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-20,381835.0,219233.0,162602.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-07,403814.0,232116.0,171698.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-03-24,467504.0,259685.0,207819.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-16,375200.0,214122.0,161078.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-14,366836.0,207723.0,159113.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-18,441106.0,245832.0,195274.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-03-18,5765.0,,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-07-13,277042.0,160525.0,116517.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-12,11090.0,8100.0,2990.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-23,387510.0,223122.0,164388.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-02,353626.0,203304.0,150322.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-11,438465.0,244586.0,193879.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-07-05,269981.0,153679.0,116302.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-03-24,9265.0,,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-05,11090.0,,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-14,11090.0,8100.0,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-05-22,471006.0,265505.0,206762.0,3044.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-03-11,3222.0,,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-14,247228.0,148579.0,98649.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-30,348830.0,198508.0,150322.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-08,364051.0,205925.0,158126.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-02-14,455655.0,251474.0,204181.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-03-04,3222.0,,,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-02-02,455655.0,251474.0,204181.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-10,236189.0,148579.0,87610.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-16,440310.0,245628.0,194682.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-28,260528.0,149185.0,111343.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-08,436479.0,243885.0,192594.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-17,248184.0,148579.0,99605.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-05-15,471006.0,265505.0,206762.0,2403.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-31,219677.0,148079.0,71598.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-24,257146.0,148579.0,108567.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-15,248184.0,148579.0,99605.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-20,257146.0,148579.0,108567.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-05-08,471006.0,265505.0,206288.0,2403.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-26,192967.0,136124.0,56847.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-09,311778.0,181290.0,130488.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-23,329229.0,189524.0,139705.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-21,331807.0,190481.0,141326.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-16,322447.0,186356.0,136091.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-01,431640.0,241589.0,190051.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-18,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-07-26,293702.0,174001.0,119701.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-06-08,236189.0,148579.0,87610.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-04,433182.0,242220.0,190962.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-01-24,455655.0,251474.0,204181.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-20,422768.0,238787.0,183981.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-04-26,471006.0,262703.0,206288.0,2403.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-21,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-26,426780.0,240110.0,186670.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-03,306265.0,179210.0,127055.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-10-22,424653.0,239425.0,185228.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-07-19,277042.0,161988.0,117124.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-01-08,452572.0,249215.0,203357.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-01-13,452572.0,249215.0,203357.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-04-24,471006.0,262703.0,206288.0,2403.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-05-01,471006.0,264393.0,206288.0,2403.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-24,175764.0,130641.0,45123.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-03,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-05,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-04-28,55799.0,47410.0,8389.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-09-30,397083.0,229448.0,167635.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-11-30,445684.0,247515.0,198169.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-12-28,452572.0,249215.0,203357.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-01-04,452572.0,266899.0,207681.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2022-04-17,471006.0,262703.0,206288.0,2403.0,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-14,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-08-20,322447.0,186356.0,136091.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-12-02,446624.0,247933.0,198691.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-12-07,446624.0,247933.0,198691.0,,,Equatorial Guinea,2022-07-29
EQUATORIAL GUINEA,2021-05-10,75518.0,64646.0,10872.0,,,Equatorial Guinea,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-09-30,490811.0,,455811.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-03-23,5031070.0,3941772.0,3067877.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-09-24,389807.0,,366485.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-11-22,1337045.0,353244.0,983801.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-03-11,5031070.0,3595010.0,2779782.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-08-28,310103.0,,300753.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-11-11,1001610.0,35832.0,965778.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-02-23,4440797.0,3223953.0,2493984.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-05-22,7967468.0,6483895.0,3915900.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-08-16,218621.0,,209271.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-08-23,218621.0,,209271.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-08-21,218621.0,,209271.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-10-29,1001610.0,,965778.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-04-17,6557473.0,6483895.0,3467885.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-08-20,218621.0,,209271.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-05-01,7280582.0,6483895.0,3467885.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-04-26,6699665.0,6483895.0,3467885.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-10-03,595938.0,,560938.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-10-13,885579.0,,885579.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-12-28,2431769.0,2079930.0,1646261.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-12-06,1699523.0,1592897.0,1078102.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2021-09-16,389807.0,,354807.0,,,United Republic Of Tanzania,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-04-24,6699665.0,6483895.0,3467885.0,,,United Republic Of Tanzania,2022-07-29
BRITISH VIRGIN ISLANDS,2022-03-25,40537.0,19165.0,17646.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-10-15,33075.0,17607.0,15468.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-04-01,40537.0,19165.0,17646.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-12-10,34992.0,18288.0,16704.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-04-09,8374.0,8362.0,12.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-03-04,36829.0,19008.0,17459.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-03-19,6589.0,6589.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-11-26,34909.0,18259.0,16650.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-12-03,34992.0,18288.0,16704.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-04-01,7162.0,7162.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-09-03,31307.0,17233.0,14074.0,,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-03-18,40334.0,19077.0,17531.0,3726.0,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-07-16,24112.0,13999.0,10113.0,,EPI Manager / Social Media,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-09-10,31704.0,17298.0,14406.0,,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-09-17,32157.0,17393.0,14764.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-09-24,32398.0,17439.0,14959.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-11-29,34909.0,18259.0,16650.0,,,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-04-16,8374.0,8362.0,12.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-11-12,34608.0,18137.0,16471.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-11-19,34608.0,18137.0,16471.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-06-25,21403.0,12562.0,8841.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-02-25,36610.0,18923.0,17325.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-07-02,22247.0,12993.0,9254.0,,EPI Manager / Social Media,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-07-09,22837.0,13439.0,9398.0,,EPI Manager / Social Media,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-03-05,4300.0,4300.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-06-11,19534.0,12245.0,7289.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-03-12,6110.0,6110.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-02-18,36568.0,18899.0,17307.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-02-26,3334.0,3334.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-03-26,7162.0,7162.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-02-04,36384.0,18786.0,17236.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-05-20,40969.0,19323.0,17920.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-08-20,29431.0,16826.0,12605.0,,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-02-11,36384.0,18786.0,17236.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-05-13,40911.0,19299.0,17886.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-02-19,780.0,780.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-01-28,36330.0,18753.0,17215.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-05-06,40872.0,19284.0,17862.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-05-28,16302.0,11553.0,4749.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-08-09,28777.0,16590.0,12187.0,,,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-06-04,17866.0,11917.0,5949.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-08-27,29828.0,17095.0,12733.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-11-05,34377.0,18041.0,16336.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-04-29,40833.0,19268.0,17839.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-08-13,29172.0,16739.0,12433.0,,EPI Manager / Social Media,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-05-21,15031.0,11255.0,3776.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-07-30,27883.0,16445.0,11438.0,,EPI Manager / Social Media,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-06-18,20278.0,12405.0,7873.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-12-31,35851.0,18466.0,17023.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-01-07,35970.0,18536.0,17072.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-04-22,40803.0,19260.0,17817.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-01-14,36134.0,18653.0,17119.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-01-21,36290.0,18728.0,17200.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-10-29,33872.0,17902.0,15970.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-05-07,11019.0,10007.0,1012.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-10-01,32930.0,17570.0,15360.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-10-08,33075.0,17607.0,15468.0,,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-05-14,11019.0,10007.0,1012.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-08-06,28777.0,16590.0,12187.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-10-22,33527.0,17765.0,15762.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-07-23,26501.0,15620.0,10881.0,,EPI Manager / Social Media,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-12-17,35232.0,18357.0,16875.0,,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-04-08,40697.0,19214.0,17757.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-04-15,40697.0,19214.0,17757.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-04-23,9430.0,9430.0,,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-04-30,10459.0,10051.0,408.0,,EPI Manager,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-03-11,36829.0,19008.0,17459.0,362.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2021-12-23,35799.0,18432.0,17005.0,362.0,EPI Manager,British Virgin Islands,2022-07-29
SRI LANKA,2021-09-28,26171815.0,14471052.0,11700763.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-11-30,29682085.0,15932194.0,13749891.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-07-05,4374067.0,3104966.0,1269101.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-04-14,927711.0,927711.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-12-07,29720188.0,15948495.0,13771693.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-04-07,924758.0,924758.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-09-06,22237998.0,12823147.0,9414851.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-03-07,38495142.0,16932560.0,14215095.0,7347487.0,,Sri Lanka,2022-07-29
SRI LANKA,2022-03-15,38954710.0,16977594.0,14346957.0,7630159.0,,Sri Lanka,2022-07-29
SRI LANKA,2022-03-21,39087900.0,16994196.0,14381844.0,7711860.0,,Sri Lanka,2022-07-29
SRI LANKA,2022-03-29,39293230.0,17008012.0,14417479.0,7867739.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-09-21,25110877.0,13906987.0,11203890.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-06-22,3345165.0,2487297.0,857868.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-09-13,24226161.0,13553534.0,10672627.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-11-16,29570512.0,15888053.0,13682459.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-02-28,38275280.0,16903964.0,14177935.0,7193381.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-03-23,844327.0,844327.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-07-12,5720328.0,4215519.0,1504809.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-02-27,441976.0,441976.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-03-08,737062.0,737062.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2022-02-21,37485712.0,16855359.0,14091594.0,6538759.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-03-14,773011.0,773011.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-03-25,869709.0,869709.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2022-02-14,37036441.0,16820188.0,14040972.0,6175281.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-08-24,18099065.0,12149634.0,5949431.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-08-31,20638181.0,12468949.0,8169232.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-02-07,36657865.0,16794917.0,14021430.0,5841518.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-11-08,29421751.0,15825242.0,13596509.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-05-31,39566204.0,17072205.0,14510353.0,7983646.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-02-21,338769.0,338769.0,,,,Sri Lanka,2022-07-29
SRI LANKA,2021-08-10,14938990.0,11409475.0,3529515.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-01-31,35867554.0,16676234.0,13930315.0,5261005.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-08-17,16920027.0,11963739.0,4956288.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-06-28,3693289.0,2753817.0,939472.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-05-23,39545641.0,17070354.0,14498278.0,7977009.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-06-14,2930212.0,2317012.0,613200.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-07-18,7315140.0,5628576.0,1686564.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-01-17,30082231.0,16208326.0,13873905.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-01-24,35302465.0,16463502.0,13886321.0,4952642.0,,Sri Lanka,2022-07-29
SRI LANKA,2022-05-09,39505395.0,17066996.0,14465233.0,7973166.0,,Sri Lanka,2022-07-29
SRI LANKA,2021-06-01,2117653.0,1766636.0,351017.0,,,Sri Lanka,2022-07-29
SRI LANKA,2021-06-08,2377211.0,2023256.0,353955.0,,,Sri Lanka,2022-07-29
SRI LANKA,2022-04-18,39404304.0,17019603.0,14437310.0,7947391.0,,Sri Lanka,2022-07-29
