entity,date,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,source,country_name,date_accessed
KAZAKHSTAN,2021-04-25,2395202.0,1985883.0,409319.0,,Reported to WHO,Kazakhstan,2022-07-29
SWITZERLAND,2021-04-25,2431709.0,1566793.0,,,Other sources,Switzerland,2022-07-29
RUSSIAN FEDERATION,2021-04-28,18152707.0,11362893.0,,,Other sources,Russian Federation,2022-07-29
SPAIN,2021-04-25,14688229.0,10768999.0,3919230.0,,Reported to WHO,Spain,2022-07-29
ROMANIA,2021-04-25,4841492.0,3045086.0,1796406.0,,Reported to WHO,Romania,2022-07-29
TURKEY,2021-04-29,21130963.0,13171984.0,,,Other sources,Turkey,2022-07-29
UZBEKISTAN,2021-04-27,600369.0,600369.0,,,Other sources,Uzbekistan,2022-07-29
RUSSIAN FEDERATION,2021-04-29,18152707.0,11362893.0,,,Other sources,Russian Federation,2022-07-29
THE UNITED KINGDOM,2021-04-28,46650008.0,33752885.0,,,Other sources,The United Kingdom,2022-07-29
CROATIA,2021-05-04,921593.0,713755.0,205224.0,,Reported to WHO,Croatia,2022-07-29
GEORGIA,2021-05-02,43686.0,37613.0,6073.0,,Reported to WHO,Georgia,2022-07-29
KYRGYZSTAN,2021-04-28,27858.0,27000.0,,,Other sources,Kyrgyzstan,2022-07-29
ANDORRA,2021-05-02,28890.0,24179.0,4711.0,,Reported to WHO,Andorra,2022-07-29
DENMARK,2021-05-02,2043303.0,1369108.0,674195.0,,Reported to WHO,Denmark,2022-07-29
TAJIKISTAN,2021-05-02,63758.0,63758.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
BELGIUM,2021-05-04,3982744.0,3129952.0,852792.0,,Reported to WHO,Belgium,2022-07-29
SWITZERLAND,2021-05-02,2791978.0,1841984.0,,,Other sources,Switzerland,2022-07-29
FRANCE,2021-05-02,22473586.0,15873161.0,6600425.0,,Reported to WHO,France,2022-07-29
UKRAINE,2021-05-02,584620.0,584361.0,259.0,,Reported to WHO,Ukraine,2022-07-29
ITALY,2021-05-02,20684263.0,14468040.0,6215924.0,,Reported to WHO,Italy,2022-07-29
BULGARIA,2021-05-04,833544.0,613707.0,219837.0,,Reported to WHO,Bulgaria,2022-07-29
REPUBLIC OF MOLDOVA,2021-05-02,147523.0,130417.0,17106.0,,Reported to WHO,Republic Of Moldova,2022-07-29
RUSSIAN FEDERATION,2021-05-04,20168443.0,12478994.0,,,Other sources,Russian Federation,2022-07-29
NORWAY,2021-05-02,1704552.0,1345732.0,358820.0,,Reported to WHO,Norway,2022-07-29
AZERBAIJAN,2021-05-02,1430734.0,925056.0,505678.0,,Reported to WHO,Azerbaijan,2022-07-29
NORTH MACEDONIA,2021-05-02,84817.0,68930.0,15887.0,,Reported to WHO,North Macedonia,2022-07-29
KAZAKHSTAN,2021-05-02,5630787.0,4273578.0,1357209.0,,Reported to WHO,Kazakhstan,2022-07-29
ALBANIA,2021-05-04,537387.0,,,,Other sources,Albania,2022-07-29
SLOVENIA,2021-05-02,640797.0,426901.0,213896.0,,Reported to WHO,Slovenia,2022-07-29
CZECHIA,2021-05-02,3211777.0,2199233.0,1012544.0,,Reported to WHO,Czechia,2022-07-29
IRELAND,2021-05-04,1652019.0,1198360.0,453659.0,,Reported to WHO,Ireland,2022-07-29
BELARUS,2021-05-02,413473.0,290487.0,122986.0,,Reported to WHO,Belarus,2022-07-29
AUSTRIA,2021-05-04,3288508.0,2401839.0,886669.0,,Reported to WHO,Austria,2022-07-29
LITHUANIA,2021-05-02,968691.0,679149.0,289542.0,,Reported to WHO,Lithuania,2022-07-29
ISRAEL,2021-05-02,10444666.0,5403120.0,5041546.0,,Reported to WHO,Israel,2022-07-29
LUXEMBOURG,2021-05-04,209851.0,152149.0,57702.0,,Reported to WHO,Luxembourg,2022-07-29
FINLAND,2021-05-04,1892247.0,1721047.0,171200.0,,Reported to WHO,Finland,2022-07-29
NETHERLANDS,2021-05-04,5811733.0,4530375.0,1281358.0,,Reported to WHO,Netherlands,2022-07-29
SLOVAKIA,2021-05-04,1653597.0,1139504.0,514093.0,,Reported to WHO,Slovakia,2022-07-29
ESTONIA,2021-05-02,461262.0,335991.0,125271.0,,Reported to WHO,Estonia,2022-07-29
CYPRUS,2021-05-02,295046.0,223985.0,71061.0,,Reported to WHO,Cyprus,2022-07-29
GREECE,2021-05-02,3109127.0,2166102.0,943025.0,,Reported to WHO,Greece,2022-07-29
SWEDEN,2021-05-02,3449024.0,2679513.0,769511.0,,Reported to WHO,Sweden,2022-07-29
GERMANY,2021-05-04,30631299.0,23859823.0,6771476.0,,Reported to WHO,Germany,2022-07-29
THE UNITED KINGDOM,2021-05-03,50297911.0,34667904.0,,,Other sources,The United Kingdom,2022-07-29
SAN MARINO,2021-05-02,29697.0,20796.0,8901.0,,Reported to WHO,San Marino,2022-07-29
SPAIN,2021-05-02,17309914.0,12196627.0,5113287.0,,Reported to WHO,Spain,2022-07-29
POLAND,2021-05-04,12330040.0,9151159.0,3178876.0,,Reported to WHO,Poland,2022-07-29
HUNGARY,2021-05-02,6153449.0,4072911.0,2080538.0,,Reported to WHO,Hungary,2022-07-29
ICELAND,2021-05-02,146569.0,110195.0,36374.0,,Reported to WHO,Iceland,2022-07-29
PORTUGAL,2021-05-02,3484951.0,2568344.0,916513.0,,Reported to WHO,Portugal,2022-07-29
MONTENEGRO,2021-05-02,62242.0,39373.0,22869.0,,Reported to WHO,Montenegro,2022-07-29
TURKEY,2021-05-04,23729113.0,14132161.0,,,Other sources,Turkey,2022-07-29
MALTA,2021-05-02,320764.0,209610.0,111154.0,,Reported to WHO,Malta,2022-07-29
POLAND,2021-05-02,12060041.0,8965263.0,3094773.0,,Reported to WHO,Poland,2022-07-29
SWITZERLAND,2021-05-05,2796550.0,1845341.0,,,Other sources,Switzerland,2022-07-29
IRELAND,2021-05-02,1605376.0,1158613.0,446763.0,,Reported to WHO,Ireland,2022-07-29
TURKEY,2021-05-09,23006734.0,13800405.0,,,Other sources,Turkey,2022-07-29
THE UNITED KINGDOM,2021-05-08,50097812.0,34595304.0,,,Other sources,The United Kingdom,2022-07-29
LUXEMBOURG,2021-05-02,202964.0,148451.0,54513.0,,Reported to WHO,Luxembourg,2022-07-29
FINLAND,2021-05-02,1889474.0,1718388.0,171086.0,,Reported to WHO,Finland,2022-07-29
SLOVAKIA,2021-05-02,1635447.0,1123405.0,512042.0,,Reported to WHO,Slovakia,2022-07-29
ALBANIA,2021-05-02,499308.0,407243.0,92065.0,,Reported to WHO,Albania,2022-07-29
AUSTRIA,2021-05-02,3202186.0,2346650.0,855536.0,,Reported to WHO,Austria,2022-07-29
ROMANIA,2021-05-02,5344726.0,3356995.0,1987731.0,,Reported to WHO,Romania,2022-07-29
BULGARIA,2021-05-02,824657.0,608458.0,216199.0,,Reported to WHO,Bulgaria,2022-07-29
BOSNIA AND HERZEGOVINA,2021-04-27,106464.0,83260.0,,,Other sources,Bosnia And Herzegovina,2022-07-29
NETHERLANDS,2021-05-02,5700265.0,4448730.0,1251535.0,,Reported to WHO,Netherlands,2022-07-29
GERMANY,2021-05-02,30205556.0,23540955.0,6664601.0,,Reported to WHO,Germany,2022-07-29
CROATIA,2021-05-02,914510.0,709478.0,202419.0,,Reported to WHO,Croatia,2022-07-29
BELGIUM,2021-05-02,3931835.0,3089481.0,842354.0,,Reported to WHO,Belgium,2022-07-29
RUSSIAN FEDERATION,2021-05-09,20070743.0,12431003.0,,,Other sources,Russian Federation,2022-07-29
CZECHIA,2021-05-09,3672498.0,2613911.0,1058587.0,,Reported to WHO,Czechia,2022-07-29
SLOVENIA,2021-05-09,738035.0,483877.0,254158.0,,Reported to WHO,Slovenia,2022-07-29
SWEDEN,2021-05-09,3906955.0,3023663.0,883292.0,,Reported to WHO,Sweden,2022-07-29
AZERBAIJAN,2021-05-09,1687330.0,1005469.0,681861.0,,Reported to WHO,Azerbaijan,2022-07-29
MALTA,2021-05-09,360964.0,237498.0,123466.0,,Reported to WHO,Malta,2022-07-29
AUSTRIA,2021-05-11,3683670.0,2699432.0,984238.0,,Reported to WHO,Austria,2022-07-29
TURKEY,2021-05-11,25178674.0,14660551.0,,,Other sources,Turkey,2022-07-29
LUXEMBOURG,2021-05-11,254573.0,179434.0,75139.0,,Reported to WHO,Luxembourg,2022-07-29
SAN MARINO,2021-05-09,33752.0,21210.0,12542.0,,Reported to WHO,San Marino,2022-07-29
NORWAY,2021-05-09,1909369.0,1449264.0,460105.0,,Reported to WHO,Norway,2022-07-29
TAJIKISTAN,2021-05-09,70517.0,70517.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
ESTONIA,2021-05-09,530363.0,370894.0,159469.0,,Reported to WHO,Estonia,2022-07-29
KAZAKHSTAN,2021-05-09,7922143.0,5960311.0,1961832.0,,Reported to WHO,Kazakhstan,2022-07-29
THE UNITED KINGDOM,2021-05-10,53675733.0,35587348.0,,,Other sources,The United Kingdom,2022-07-29
ALBANIA,2021-05-09,600833.0,430045.0,170788.0,,Reported to WHO,Albania,2022-07-29
LITHUANIA,2021-05-09,1130872.0,762964.0,367908.0,,Reported to WHO,Lithuania,2022-07-29
UZBEKISTAN,2021-05-11,1173978.0,1057094.0,,,Other sources,Uzbekistan,2022-07-29
BELGIUM,2021-05-11,4732506.0,3629222.0,1103284.0,,Reported to WHO,Belgium,2022-07-29
FRANCE,2021-05-09,25709763.0,17829181.0,7880582.0,,Reported to WHO,France,2022-07-29
CROATIA,2021-05-11,1144789.0,882398.0,259662.0,,Reported to WHO,Croatia,2022-07-29
CYPRUS,2021-05-09,356208.0,269044.0,87164.0,,Reported to WHO,Cyprus,2022-07-29
ITALY,2021-05-09,24038348.0,16676331.0,7361691.0,,Reported to WHO,Italy,2022-07-29
REPUBLIC OF MOLDOVA,2021-05-09,187049.0,163631.0,23418.0,,Reported to WHO,Republic Of Moldova,2022-07-29
ANDORRA,2021-05-09,31641.0,26929.0,4712.0,,Reported to WHO,Andorra,2022-07-29
BELARUS,2021-05-09,474094.0,296710.0,177384.0,,Reported to WHO,Belarus,2022-07-29
MONACO,2021-04-23,25937.0,13934.0,,,Other sources,Monaco,2022-07-29
POLAND,2021-05-11,14418781.0,10584777.0,3833998.0,,Reported to WHO,Poland,2022-07-29
DENMARK,2021-05-09,2380018.0,1507815.0,872203.0,,Reported to WHO,Denmark,2022-07-29
IRELAND,2021-05-11,1878938.0,1373496.0,505442.0,,Reported to WHO,Ireland,2022-07-29
SLOVAKIA,2021-05-11,1859050.0,1262108.0,596942.0,,Reported to WHO,Slovakia,2022-07-29
LATVIA,2021-05-09,386436.0,307539.0,78897.0,,Reported to WHO,Latvia,2022-07-29
RUSSIAN FEDERATION,2021-05-11,21844382.0,13205698.0,,,Other sources,Russian Federation,2022-07-29
PORTUGAL,2021-05-09,4082160.0,2948709.0,1133346.0,,Reported to WHO,Portugal,2022-07-29
HUNGARY,2021-05-09,6802122.0,4298731.0,2503391.0,,Reported to WHO,Hungary,2022-07-29
MONTENEGRO,2021-05-09,112912.0,82536.0,30376.0,,Reported to WHO,Montenegro,2022-07-29
BULGARIA,2021-05-11,963574.0,651725.0,311849.0,,Reported to WHO,Bulgaria,2022-07-29
GEORGIA,2021-05-09,60475.0,49672.0,10803.0,,Reported to WHO,Georgia,2022-07-29
SERBIA,2021-05-09,3785152.0,2140534.0,1644618.0,,Reported to WHO,Serbia,2022-07-29
SPAIN,2021-05-09,20019277.0,13798431.0,6220846.0,,Reported to WHO,Spain,2022-07-29
GERMANY,2021-05-11,35741072.0,27716203.0,8024869.0,,Reported to WHO,Germany,2022-07-29
NETHERLANDS,2021-05-11,6688371.0,5075865.0,1612506.0,,Reported to WHO,Netherlands,2022-07-29
UKRAINE,2021-05-09,603741.0,603338.0,403.0,,Reported to WHO,Ukraine,2022-07-29
GREECE,2021-05-09,3662898.0,2447619.0,1215279.0,,Reported to WHO,Greece,2022-07-29
FINLAND,2021-05-11,2190404.0,1969687.0,220717.0,,Reported to WHO,Finland,2022-07-29
SWITZERLAND,2021-05-09,3228403.0,2155259.0,,,Other sources,Switzerland,2022-07-29
NORTH MACEDONIA,2021-05-09,135402.0,112004.0,23398.0,,Reported to WHO,North Macedonia,2022-07-29
ARMENIA,2021-05-16,19249.0,19249.0,,,Other sources,Armenia,2022-07-29
SWITZERLAND,2021-05-12,3231180.0,2157936.0,,,Other sources,Switzerland,2022-07-29
GERMANY,2021-05-09,35179648.0,27331666.0,7847982.0,,Reported to WHO,Germany,2022-07-29
POLAND,2021-05-09,13933796.0,10258536.0,3675254.0,,Reported to WHO,Poland,2022-07-29
SLOVAKIA,2021-05-09,1834174.0,1243757.0,590417.0,,Reported to WHO,Slovakia,2022-07-29
UZBEKISTAN,2021-05-12,600369.0,600369.0,,,Other sources,Uzbekistan,2022-07-29
BULGARIA,2021-05-09,938099.0,646099.0,292000.0,,Reported to WHO,Bulgaria,2022-07-29
LUXEMBOURG,2021-05-09,247206.0,175125.0,72081.0,,Reported to WHO,Luxembourg,2022-07-29
FINLAND,2021-05-09,2154103.0,1943025.0,211078.0,,Reported to WHO,Finland,2022-07-29
RUSSIAN FEDERATION,2021-05-17,21597074.0,13056228.0,,,Other sources,Russian Federation,2022-07-29
ICELAND,2021-05-09,196381.0,140633.0,55748.0,,Reported to WHO,Iceland,2022-07-29
KOSOVO,2021-05-17,22096.0,22096.0,,,Other sources,Kosovo,2022-07-29
KYRGYZSTAN,2021-05-11,27858.0,27000.0,,,Other sources,Kyrgyzstan,2022-07-29
BELGIUM,2021-05-09,4684806.0,3585300.0,1099506.0,,Reported to WHO,Belgium,2022-07-29
CROATIA,2021-05-09,1130734.0,874018.0,253988.0,,Reported to WHO,Croatia,2022-07-29
TURKEY,2021-05-17,24918773.0,14585980.0,,,Other sources,Turkey,2022-07-29
MONACO,2021-05-06,25937.0,13934.0,,,Other sources,Monaco,2022-07-29
THE UNITED KINGDOM,2021-05-16,53328845.0,35472295.0,,,Other sources,The United Kingdom,2022-07-29
ROMANIA,2021-05-09,6013819.0,3640452.0,2373367.0,,Reported to WHO,Romania,2022-07-29
AUSTRIA,2021-05-09,3649721.0,2672621.0,977100.0,,Reported to WHO,Austria,2022-07-29
IRELAND,2021-05-09,1848827.0,1346708.0,502119.0,,Reported to WHO,Ireland,2022-07-29
NETHERLANDS,2021-05-09,6558754.0,4992009.0,1566745.0,,Reported to WHO,Netherlands,2022-07-29
AZERBAIJAN,2021-05-16,1798509.0,1031820.0,766689.0,,Reported to WHO,Azerbaijan,2022-07-29
REPUBLIC OF MOLDOVA,2021-05-16,237518.0,205580.0,31938.0,,Reported to WHO,Republic Of Moldova,2022-07-29
THE UNITED KINGDOM,2021-05-19,56992075.0,36704672.0,,,Other sources,The United Kingdom,2022-07-29
ICELAND,2021-05-16,213144.0,148124.0,65020.0,,Reported to WHO,Iceland,2022-07-29
GERMANY,2021-05-16,40168635.0,30805436.0,9363199.0,,Reported to WHO,Germany,2022-07-29
LATVIA,2021-05-16,475548.0,363572.0,111976.0,,Reported to WHO,Latvia,2022-07-29
BELGIUM,2021-05-16,5291943.0,3913486.0,1378457.0,,Reported to WHO,Belgium,2022-07-29
BOSNIA AND HERZEGOVINA,2021-05-18,106464.0,83260.0,,,Other sources,Bosnia And Herzegovina,2022-07-29
MONTENEGRO,2021-05-16,139277.0,106196.0,33081.0,,Reported to WHO,Montenegro,2022-07-29
ITALY,2021-05-16,27488291.0,18900322.0,8587635.0,,Reported to WHO,Italy,2022-07-29
CROATIA,2021-05-16,1361362.0,1032415.0,315841.0,,Reported to WHO,Croatia,2022-07-29
SLOVENIA,2021-05-16,841837.0,552939.0,288898.0,,Reported to WHO,Slovenia,2022-07-29
SLOVAKIA,2021-05-16,2092212.0,1418447.0,673765.0,,Reported to WHO,Slovakia,2022-07-29
KAZAKHSTAN,2021-05-16,2822555.0,2063497.0,759058.0,,Reported to WHO,Kazakhstan,2022-07-29
ESTONIA,2021-05-16,578717.0,399728.0,178989.0,,Reported to WHO,Estonia,2022-07-29
NORTH MACEDONIA,2021-05-16,203376.0,173609.0,29767.0,,Reported to WHO,North Macedonia,2022-07-29
MALTA,2021-05-16,381261.0,248290.0,132971.0,,Reported to WHO,Malta,2022-07-29
TAJIKISTAN,2021-05-16,72347.0,72347.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
IRELAND,2021-05-16,1970088.0,1436255.0,533833.0,,Reported to WHO,Ireland,2022-07-29
FRANCE,2021-05-16,29302890.0,20317788.0,8985102.0,,Reported to WHO,France,2022-07-29
ALBANIA,2021-05-16,667836.0,445972.0,221864.0,,Reported to WHO,Albania,2022-07-29
GREECE,2021-05-16,4337001.0,2770819.0,1566182.0,,Reported to WHO,Greece,2022-07-29
ANDORRA,2021-05-16,32327.0,27614.0,4713.0,,Reported to WHO,Andorra,2022-07-29
SERBIA,2021-05-16,4025154.0,2277419.0,1747735.0,,Reported to WHO,Serbia,2022-07-29
PORTUGAL,2021-05-16,4692778.0,3255227.0,1437436.0,,Reported to WHO,Portugal,2022-07-29
AUSTRIA,2021-05-16,4074679.0,2989895.0,1084784.0,,Reported to WHO,Austria,2022-07-29
UZBEKISTAN,2021-05-16,161818.0,55038.0,106780.0,,Reported to WHO,Uzbekistan,2022-07-29
NORWAY,2021-05-16,2082992.0,1536982.0,546010.0,,Reported to WHO,Norway,2022-07-29
TURKEY,2021-05-20,25772743.0,14947740.0,,,Other sources,Turkey,2022-07-29
SAN MARINO,2021-05-16,38471.0,21648.0,16823.0,,Reported to WHO,San Marino,2022-07-29
BULGARIA,2021-05-16,1117185.0,702053.0,415132.0,,Reported to WHO,Bulgaria,2022-07-29
DENMARK,2021-05-16,2712137.0,1665870.0,1046267.0,,Reported to WHO,Denmark,2022-07-29
RUSSIAN FEDERATION,2021-05-20,23970334.0,14313416.0,,,Other sources,Russian Federation,2022-07-29
SPAIN,2021-05-16,22537471.0,15321940.0,7215531.0,,Reported to WHO,Spain,2022-07-29
ISRAEL,2021-05-16,10514201.0,5431172.0,5083029.0,,Reported to WHO,Israel,2022-07-29
POLAND,2021-05-16,16120645.0,11535284.0,4585356.0,,Reported to WHO,Poland,2022-07-29
BELARUS,2021-05-16,575462.0,341645.0,233817.0,,Reported to WHO,Belarus,2022-07-29
KYRGYZSTAN,2021-05-18,54101.0,,,,Other sources,Kyrgyzstan,2022-07-29
ROMANIA,2021-05-16,6781600.0,3938785.0,2842815.0,,Reported to WHO,Romania,2022-07-29
SWEDEN,2021-05-16,4310840.0,3294109.0,1016731.0,,Reported to WHO,Sweden,2022-07-29
LUXEMBOURG,2021-05-16,292775.0,199582.0,93193.0,,Reported to WHO,Luxembourg,2022-07-29
FINLAND,2021-05-16,2190404.0,1969687.0,220717.0,,Reported to WHO,Finland,2022-07-29
LITHUANIA,2021-05-16,1274725.0,847424.0,427301.0,,Reported to WHO,Lithuania,2022-07-29
SWITZERLAND,2021-05-16,3673576.0,2436749.0,,,Other sources,Switzerland,2022-07-29
GEORGIA,2021-05-16,86600.0,71822.0,14778.0,,Reported to WHO,Georgia,2022-07-29
HUNGARY,2021-05-16,7276869.0,4556389.0,2720480.0,,Reported to WHO,Hungary,2022-07-29
MONACO,2021-05-18,28663.0,15688.0,,,Other sources,Monaco,2022-07-29
CZECHIA,2021-05-16,4165835.0,3059895.0,1105940.0,,Reported to WHO,Czechia,2022-07-29
UKRAINE,2021-05-16,638378.0,620199.0,18179.0,,Reported to WHO,Ukraine,2022-07-29
NETHERLANDS,2021-05-16,7573840.0,5662569.0,1911271.0,,Reported to WHO,Netherlands,2022-07-29
CYPRUS,2021-05-16,427517.0,314500.0,113017.0,,Reported to WHO,Cyprus,2022-07-29
THE UNITED KINGDOM,2021-05-22,56992075.0,36704672.0,,,Other sources,The United Kingdom,2022-07-29
TURKEY,2021-05-23,25772743.0,14947740.0,,,Other sources,Turkey,2022-07-29
SWITZERLAND,2021-05-19,3696211.0,2452425.0,,,Other sources,Switzerland,2022-07-29
KOSOVO,2021-05-20,55237.0,55237.0,,,Other sources,Kosovo,2022-07-29
RUSSIAN FEDERATION,2021-05-23,23970334.0,14313416.0,,,Other sources,Russian Federation,2022-07-29
BULGARIA,2021-05-23,1263430.0,759732.0,503698.0,,Reported to WHO,Bulgaria,2022-07-29
CROATIA,2021-05-23,1599417.0,1173968.0,411936.0,,Reported to WHO,Croatia,2022-07-29
ICELAND,2021-05-23,244734.0,164151.0,80583.0,,Reported to WHO,Iceland,2022-07-29
IRELAND,2021-05-23,2349207.0,1734234.0,614973.0,,Reported to WHO,Ireland,2022-07-29
TAJIKISTAN,2021-05-23,74403.0,74403.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
RUSSIAN FEDERATION,2021-05-25,26472510.0,15360666.0,,,Other sources,Russian Federation,2022-07-29
BELGIUM,2021-05-23,6056203.0,4363357.0,1692846.0,,Reported to WHO,Belgium,2022-07-29
AUSTRIA,2021-05-23,4624671.0,3351584.0,1273087.0,,Reported to WHO,Austria,2022-07-29
ALBANIA,2021-05-23,710482.0,465165.0,245317.0,,Reported to WHO,Albania,2022-07-29
GERMANY,2021-05-23,45234397.0,33495559.0,11738838.0,,Reported to WHO,Germany,2022-07-29
CYPRUS,2021-05-23,508117.0,342417.0,165700.0,,Reported to WHO,Cyprus,2022-07-29
LITHUANIA,2021-05-23,1413464.0,913510.0,499954.0,,Reported to WHO,Lithuania,2022-07-29
NORWAY,2021-05-23,2263189.0,1564876.0,698313.0,,Reported to WHO,Norway,2022-07-29
NORTH MACEDONIA,2021-05-23,264532.0,225265.0,39267.0,,Reported to WHO,North Macedonia,2022-07-29
FINLAND,2021-05-23,2666110.0,2288588.0,377522.0,,Reported to WHO,Finland,2022-07-29
BOSNIA AND HERZEGOVINA,2021-05-25,232706.0,188848.0,,,Other sources,Bosnia And Herzegovina,2022-07-29
PORTUGAL,2021-05-23,5236432.0,3581746.0,1654555.0,,Reported to WHO,Portugal,2022-07-29
NETHERLANDS,2021-05-23,8601580.0,6154940.0,2446640.0,,Reported to WHO,Netherlands,2022-07-29
ROMANIA,2021-05-23,7933094.0,4302904.0,3630190.0,,Reported to WHO,Romania,2022-07-29
LUXEMBOURG,2021-05-23,330910.0,221013.0,109897.0,,Reported to WHO,Luxembourg,2022-07-29
SWITZERLAND,2021-05-23,4261552.0,2764760.0,,,Other sources,Switzerland,2022-07-29
POLAND,2021-05-23,18375458.0,12768090.0,5607363.0,,Reported to WHO,Poland,2022-07-29
ANDORRA,2021-05-23,32327.0,27614.0,4713.0,,Reported to WHO,Andorra,2022-07-29
BELARUS,2021-05-23,710922.0,438620.0,272302.0,,Reported to WHO,Belarus,2022-07-29
CZECHIA,2021-05-23,4691786.0,3477473.0,1214313.0,,Reported to WHO,Czechia,2022-07-29
TURKEY,2021-05-25,28048727.0,16045835.0,,,Other sources,Turkey,2022-07-29
DENMARK,2021-05-23,3064518.0,1874627.0,1189891.0,,Reported to WHO,Denmark,2022-07-29
SWEDEN,2021-05-23,4764436.0,3552073.0,1212363.0,,Reported to WHO,Sweden,2022-07-29
GREECE,2021-05-23,4985143.0,3195971.0,1789172.0,,Reported to WHO,Greece,2022-07-29
UZBEKISTAN,2021-05-23,486993.0,153755.0,333238.0,,Reported to WHO,Uzbekistan,2022-07-29
UKRAINE,2021-05-23,1525034.0,1450101.0,74933.0,,Reported to WHO,Ukraine,2022-07-29
ESTONIA,2021-05-23,605534.0,417653.0,187881.0,,Reported to WHO,Estonia,2022-07-29
HUNGARY,2021-05-23,7921417.0,4917780.0,3003637.0,,Reported to WHO,Hungary,2022-07-29
THE UNITED KINGDOM,2021-05-25,60965594.0,38070038.0,,,Other sources,The United Kingdom,2022-07-29
SLOVAKIA,2021-05-23,2332475.0,1577975.0,754500.0,,Reported to WHO,Slovakia,2022-07-29
FRANCE,2021-05-23,33002800.0,23094566.0,9908234.0,,Reported to WHO,France,2022-07-29
ITALY,2021-05-23,31092570.0,20949674.0,10142531.0,,Reported to WHO,Italy,2022-07-29
REPUBLIC OF MOLDOVA,2021-05-23,301630.0,262454.0,39176.0,,Reported to WHO,Republic Of Moldova,2022-07-29
GEORGIA,2021-05-23,110058.0,92477.0,17581.0,,Reported to WHO,Georgia,2022-07-29
SPAIN,2021-05-23,24920526.0,16761234.0,8159292.0,,Reported to WHO,Spain,2022-07-29
SLOVENIA,2021-05-23,964598.0,629614.0,334984.0,,Reported to WHO,Slovenia,2022-07-29
SAN MARINO,2021-05-23,41567.0,21858.0,19709.0,,Reported to WHO,San Marino,2022-07-29
MALTA,2021-05-23,458355.0,275230.0,183125.0,,Reported to WHO,Malta,2022-07-29
SWITZERLAND,2021-05-26,4273869.0,2772205.0,,,Other sources,Switzerland,2022-07-29
THE UNITED KINGDOM,2021-05-29,60965594.0,38070038.0,,,Other sources,The United Kingdom,2022-07-29
TURKEY,2021-05-30,28048727.0,16045835.0,,,Other sources,Turkey,2022-07-29
RUSSIAN FEDERATION,2021-05-30,26472510.0,15360666.0,,,Other sources,Russian Federation,2022-07-29
MONACO,2021-05-27,30029.0,16502.0,,,Other sources,Monaco,2022-07-29
ARMENIA,2021-05-23,26562.0,26562.0,,,Other sources,Armenia,2022-07-29
ALBANIA,2021-05-30,767891.0,477565.0,290326.0,,Reported to WHO,Albania,2022-07-29
ANDORRA,2021-05-30,35926.0,27614.0,8312.0,,Reported to WHO,Andorra,2022-07-29
AUSTRIA,2021-05-30,5128751.0,3611151.0,1517600.0,,Reported to WHO,Austria,2022-07-29
AZERBAIJAN,2021-05-30,2252366.0,1352247.0,900119.0,,Reported to WHO,Azerbaijan,2022-07-29
BELARUS,2021-05-30,796834.0,517151.0,279683.0,,Reported to WHO,Belarus,2022-07-29
BELGIUM,2021-05-30,6726846.0,4620643.0,2106203.0,,Reported to WHO,Belgium,2022-07-29
BULGARIA,2021-05-30,1359657.0,801178.0,558479.0,,Reported to WHO,Bulgaria,2022-07-29
CROATIA,2021-05-30,1772767.0,1258169.0,499173.0,,Reported to WHO,Croatia,2022-07-29
CYPRUS,2021-05-30,572245.0,361002.0,211243.0,,Reported to WHO,Cyprus,2022-07-29
CZECHIA,2021-05-30,5263073.0,3818646.0,1444427.0,,Reported to WHO,Czechia,2022-07-29
DENMARK,2021-05-30,3390251.0,2131594.0,1258657.0,,Reported to WHO,Denmark,2022-07-29
ESTONIA,2021-05-30,732243.0,488855.0,243388.0,,Reported to WHO,Estonia,2022-07-29
FINLAND,2021-05-30,2938623.0,2451787.0,486836.0,,Reported to WHO,Finland,2022-07-29
FRANCE,2021-05-30,36487886.0,25439848.0,11048038.0,,Reported to WHO,France,2022-07-29
GEORGIA,2021-05-30,135676.0,108037.0,27639.0,,Reported to WHO,Georgia,2022-07-29
GERMANY,2021-05-30,50461135.0,35788673.0,14672462.0,,Reported to WHO,Germany,2022-07-29
GREECE,2021-05-30,5595167.0,3584323.0,2010844.0,,Reported to WHO,Greece,2022-07-29
HUNGARY,2021-05-30,8634665.0,5033217.0,3601448.0,,Reported to WHO,Hungary,2022-07-29
IRELAND,2021-05-30,2387348.0,1760642.0,626706.0,,Reported to WHO,Ireland,2022-07-29
