COUNTRY_FK,WHO_REGION,YEAR,GENDER_FK,AGEGROUP_FK,VALUE
ABW,AMRO,2024,BOTH,GTEQ_50_YEARS,42984.000000000
ABW,AMRO,2024,BOTH,GTEQ_55_YEARS,35245.000000000
ABW,AMRO,2024,BOTH,GTEQ_60_YEARS,26830.000000000
ABW,AMRO,2024,BOTH,GTEQ_65_YEARS,18439.000000000
ABW,AMRO,2024,BOTH,GTEQ_75_YEARS,5886.000000000
AFG,EMRO,2024,BOTH,GTEQ_50_YEARS,3615877.000000000
AFG,EMRO,2024,BOTH,GTEQ_55_YEARS,2494529.000000000
AFG,EMRO,2024,BOTH,GTEQ_60_YEARS,1644984.000000000
AFG,EMRO,2024,BOTH,GTEQ_65_YEARS,1023963.000000000
AFG,EMRO,2024,BOTH,GTEQ_75_YEARS,292446.000000000
AGO,AFRO,2024,BOTH,GTEQ_50_YEARS,3711984.000000000
AGO,AFRO,2024,BOTH,GTEQ_55_YEARS,2636273.000000000
AGO,AFRO,2024,BOTH,GTEQ_60_YEARS,1761064.000000000
AGO,AFRO,2024,BOTH,GTEQ_65_YEARS,1080673.000000000
AGO,AFRO,2024,BOTH,GTEQ_75_YEARS,303851.000000000
AIA,AMRO,2024,BOTH,GTEQ_50_YEARS,4938.000000000
AIA,AMRO,2024,BOTH,GTEQ_55_YEARS,3794.000000000
AIA,AMRO,2024,BOTH,GTEQ_60_YEARS,2705.000000000
AIA,AMRO,2024,BOTH,GTEQ_65_YEARS,1836.000000000
AIA,AMRO,2024,BOTH,GTEQ_75_YEARS,677.000000000
ALB,EURO,2024,BOTH,GTEQ_50_YEARS,998368.000000000
ALB,EURO,2024,BOTH,GTEQ_55_YEARS,833413.000000000
ALB,EURO,2024,BOTH,GTEQ_60_YEARS,656988.000000000
ALB,EURO,2024,BOTH,GTEQ_65_YEARS,472453.000000000
ALB,EURO,2024,BOTH,GTEQ_75_YEARS,187607.000000000
AND,EURO,2024,BOTH,GTEQ_50_YEARS,33031.000000000
AND,EURO,2024,BOTH,GTEQ_55_YEARS,25780.000000000
AND,EURO,2024,BOTH,GTEQ_60_YEARS,18981.000000000
AND,EURO,2024,BOTH,GTEQ_65_YEARS,13074.000000000
AND,EURO,2024,BOTH,GTEQ_75_YEARS,5555.000000000
ARE,EMRO,2024,BOTH,GTEQ_50_YEARS,1331929.000000000
ARE,EMRO,2024,BOTH,GTEQ_55_YEARS,797215.000000000
ARE,EMRO,2024,BOTH,GTEQ_60_YEARS,413501.000000000
ARE,EMRO,2024,BOTH,GTEQ_65_YEARS,194854.000000000
ARE,EMRO,2024,BOTH,GTEQ_75_YEARS,49262.000000000
ARG,AMRO,2024,BOTH,GTEQ_50_YEARS,12419551.000000000
ARG,AMRO,2024,BOTH,GTEQ_55_YEARS,9883990.000000000
ARG,AMRO,2024,BOTH,GTEQ_60_YEARS,7698499.000000000
ARG,AMRO,2024,BOTH,GTEQ_65_YEARS,5673647.000000000
ARG,AMRO,2024,BOTH,GTEQ_75_YEARS,2436663.000000000
ARM,EURO,2024,BOTH,GTEQ_50_YEARS,939995.000000000
ARM,EURO,2024,BOTH,GTEQ_55_YEARS,777128.000000000
ARM,EURO,2024,BOTH,GTEQ_60_YEARS,607443.000000000
ARM,EURO,2024,BOTH,GTEQ_65_YEARS,407507.000000000
ARM,EURO,2024,BOTH,GTEQ_75_YEARS,127833.000000000
ASM,WPRO,2024,BOTH,GTEQ_50_YEARS,11769.000000000
ASM,WPRO,2024,BOTH,GTEQ_55_YEARS,8836.000000000
ASM,WPRO,2024,BOTH,GTEQ_60_YEARS,6029.000000000
ASM,WPRO,2024,BOTH,GTEQ_65_YEARS,3771.000000000
ASM,WPRO,2024,BOTH,GTEQ_75_YEARS,1107.000000000
ATG,AMRO,2024,BOTH,GTEQ_50_YEARS,29647.000000000
ATG,AMRO,2024,BOTH,GTEQ_55_YEARS,23123.000000000
ATG,AMRO,2024,BOTH,GTEQ_60_YEARS,16584.000000000
ATG,AMRO,2024,BOTH,GTEQ_65_YEARS,11058.000000000
ATG,AMRO,2024,BOTH,GTEQ_75_YEARS,3834.000000000
AUS,WPRO,2024,BOTH,GTEQ_50_YEARS,9507219.000000000
AUS,WPRO,2024,BOTH,GTEQ_55_YEARS,7812131.000000000
AUS,WPRO,2024,BOTH,GTEQ_60_YEARS,6266693.000000000
AUS,WPRO,2024,BOTH,GTEQ_65_YEARS,4736267.000000000
AUS,WPRO,2024,BOTH,GTEQ_75_YEARS,2184064.000000000
AUT,EURO,2024,BOTH,GTEQ_50_YEARS,3907179.000000000
AUT,EURO,2024,BOTH,GTEQ_55_YEARS,3265536.000000000
AUT,EURO,2024,BOTH,GTEQ_60_YEARS,2549121.000000000
AUT,EURO,2024,BOTH,GTEQ_65_YEARS,1879479.000000000
AUT,EURO,2024,BOTH,GTEQ_75_YEARS,920295.000000000
AZE,EURO,2024,BOTH,GTEQ_50_YEARS,2668253.000000000
AZE,EURO,2024,BOTH,GTEQ_55_YEARS,2076012.000000000
AZE,EURO,2024,BOTH,GTEQ_60_YEARS,1469441.000000000
AZE,EURO,2024,BOTH,GTEQ_65_YEARS,884381.000000000
AZE,EURO,2024,BOTH,GTEQ_75_YEARS,226367.000000000
BDI,AFRO,2024,BOTH,GTEQ_50_YEARS,1131827.000000000
BDI,AFRO,2024,BOTH,GTEQ_55_YEARS,789971.000000000
BDI,AFRO,2024,BOTH,GTEQ_60_YEARS,543129.000000000
BDI,AFRO,2024,BOTH,GTEQ_65_YEARS,355670.000000000
BDI,AFRO,2024,BOTH,GTEQ_75_YEARS,96112.000000000
BEL,EURO,2024,BOTH,GTEQ_50_YEARS,4767966.000000000
BEL,EURO,2024,BOTH,GTEQ_55_YEARS,3989254.000000000
BEL,EURO,2024,BOTH,GTEQ_60_YEARS,3194561.000000000
BEL,EURO,2024,BOTH,GTEQ_65_YEARS,2413274.000000000
BEL,EURO,2024,BOTH,GTEQ_75_YEARS,1147283.000000000
BEN,AFRO,2024,BOTH,GTEQ_50_YEARS,1506610.000000000
BEN,AFRO,2024,BOTH,GTEQ_55_YEARS,1070522.000000000
BEN,AFRO,2024,BOTH,GTEQ_60_YEARS,719772.000000000
BEN,AFRO,2024,BOTH,GTEQ_65_YEARS,450979.000000000
BEN,AFRO,2024,BOTH,GTEQ_75_YEARS,136161.000000000
BES,AMRO,2024,BOTH,GTEQ_50_YEARS,11128.000000000
BES,AMRO,2024,BOTH,GTEQ_55_YEARS,8991.000000000
BES,AMRO,2024,BOTH,GTEQ_60_YEARS,6659.000000000
BES,AMRO,2024,BOTH,GTEQ_65_YEARS,4424.000000000
BES,AMRO,2024,BOTH,GTEQ_75_YEARS,1582.000000000
BFA,AFRO,2024,BOTH,GTEQ_50_YEARS,2171449.000000000
BFA,AFRO,2024,BOTH,GTEQ_55_YEARS,1522290.000000000
BFA,AFRO,2024,BOTH,GTEQ_60_YEARS,1014042.000000000
BFA,AFRO,2024,BOTH,GTEQ_65_YEARS,624469.000000000
BFA,AFRO,2024,BOTH,GTEQ_75_YEARS,168910.000000000
BGD,SEARO,2024,BOTH,GTEQ_50_YEARS,30536554.000000000
BGD,SEARO,2024,BOTH,GTEQ_55_YEARS,22896455.000000000
BGD,SEARO,2024,BOTH,GTEQ_60_YEARS,16510594.000000000
BGD,SEARO,2024,BOTH,GTEQ_65_YEARS,11278894.000000000
BGD,SEARO,2024,BOTH,GTEQ_75_YEARS,3944242.000000000
BGR,EURO,2024,BOTH,GTEQ_50_YEARS,2900628.000000000
BGR,EURO,2024,BOTH,GTEQ_55_YEARS,2391119.000000000
BGR,EURO,2024,BOTH,GTEQ_60_YEARS,1934444.000000000
BGR,EURO,2024,BOTH,GTEQ_65_YEARS,1488751.000000000
BGR,EURO,2024,BOTH,GTEQ_75_YEARS,654688.000000000
BHR,EMRO,2024,BOTH,GTEQ_50_YEARS,261307.000000000
BHR,EMRO,2024,BOTH,GTEQ_55_YEARS,171852.000000000
BHR,EMRO,2024,BOTH,GTEQ_60_YEARS,107146.000000000
BHR,EMRO,2024,BOTH,GTEQ_65_YEARS,61936.000000000
BHR,EMRO,2024,BOTH,GTEQ_75_YEARS,17995.000000000
BHS,AMRO,2024,BOTH,GTEQ_50_YEARS,121880.000000000
BHS,AMRO,2024,BOTH,GTEQ_55_YEARS,94440.000000000
BHS,AMRO,2024,BOTH,GTEQ_60_YEARS,68396.000000000
BHS,AMRO,2024,BOTH,GTEQ_65_YEARS,47264.000000000
BHS,AMRO,2024,BOTH,GTEQ_75_YEARS,20790.000000000
BIH,EURO,2024,BOTH,GTEQ_50_YEARS,1397212.000000000
BIH,EURO,2024,BOTH,GTEQ_55_YEARS,1181988.000000000
BIH,EURO,2024,BOTH,GTEQ_60_YEARS,955752.000000000
BIH,EURO,2024,BOTH,GTEQ_65_YEARS,703429.000000000
BIH,EURO,2024,BOTH,GTEQ_75_YEARS,282328.000000000
BLM,,2024,BOTH,GTEQ_50_YEARS,4307.000000000
BLM,,2024,BOTH,GTEQ_55_YEARS,3560.000000000
BLM,,2024,BOTH,GTEQ_60_YEARS,2752.000000000
BLM,,2024,BOTH,GTEQ_65_YEARS,2000.000000000
BLM,,2024,BOTH,GTEQ_75_YEARS,855.000000000
BLR,EURO,2024,BOTH,GTEQ_50_YEARS,3466020.000000000
BLR,EURO,2024,BOTH,GTEQ_55_YEARS,2854889.000000000
BLR,EURO,2024,BOTH,GTEQ_60_YEARS,2260032.000000000
BLR,EURO,2024,BOTH,GTEQ_65_YEARS,1600014.000000000
BLR,EURO,2024,BOTH,GTEQ_75_YEARS,577208.000000000
BLZ,AMRO,2024,BOTH,GTEQ_50_YEARS,68933.000000000
BLZ,AMRO,2024,BOTH,GTEQ_55_YEARS,49204.000000000
BLZ,AMRO,2024,BOTH,GTEQ_60_YEARS,33486.000000000
BLZ,AMRO,2024,BOTH,GTEQ_65_YEARS,20964.000000000
BLZ,AMRO,2024,BOTH,GTEQ_75_YEARS,6426.000000000
BMU,AMRO,2024,BOTH,GTEQ_50_YEARS,29142.000000000
BMU,AMRO,2024,BOTH,GTEQ_55_YEARS,24203.000000000
BMU,AMRO,2024,BOTH,GTEQ_60_YEARS,19306.000000000
BMU,AMRO,2024,BOTH,GTEQ_65_YEARS,14062.000000000
BMU,AMRO,2024,BOTH,GTEQ_75_YEARS,5975.000000000
BOL,AMRO,2024,BOTH,GTEQ_50_YEARS,2051100.000000000
BOL,AMRO,2024,BOTH,GTEQ_55_YEARS,1507227.000000000
BOL,AMRO,2024,BOTH,GTEQ_60_YEARS,1058187.000000000
BOL,AMRO,2024,BOTH,GTEQ_65_YEARS,700302.000000000
BOL,AMRO,2024,BOTH,GTEQ_75_YEARS,247506.000000000
BRA,AMRO,2024,BOTH,GTEQ_50_YEARS,59196916.000000000
BRA,AMRO,2024,BOTH,GTEQ_55_YEARS,46082252.000000000
BRA,AMRO,2024,BOTH,GTEQ_60_YEARS,34163460.000000000
BRA,AMRO,2024,BOTH,GTEQ_65_YEARS,23424123.000000000
BRA,AMRO,2024,BOTH,GTEQ_75_YEARS,8347899.000000000
BRB,AMRO,2024,BOTH,GTEQ_50_YEARS,104574.000000000
BRB,AMRO,2024,BOTH,GTEQ_55_YEARS,84993.000000000
BRB,AMRO,2024,BOTH,GTEQ_60_YEARS,65931.000000000
BRB,AMRO,2024,BOTH,GTEQ_65_YEARS,46757.000000000
BRB,AMRO,2024,BOTH,GTEQ_75_YEARS,17178.000000000
BRN,WPRO,2024,BOTH,GTEQ_50_YEARS,103869.000000000
BRN,WPRO,2024,BOTH,GTEQ_55_YEARS,74108.000000000
BRN,WPRO,2024,BOTH,GTEQ_60_YEARS,50461.000000000
BRN,WPRO,2024,BOTH,GTEQ_65_YEARS,31786.000000000
BRN,WPRO,2024,BOTH,GTEQ_75_YEARS,8833.000000000
BTN,SEARO,2024,BOTH,GTEQ_50_YEARS,144834.000000000
BTN,SEARO,2024,BOTH,GTEQ_55_YEARS,107482.000000000
BTN,SEARO,2024,BOTH,GTEQ_60_YEARS,75834.000000000
BTN,SEARO,2024,BOTH,GTEQ_65_YEARS,51411.000000000
BTN,SEARO,2024,BOTH,GTEQ_75_YEARS,17299.000000000
BWA,AFRO,2024,BOTH,GTEQ_50_YEARS,318960.000000000
BWA,AFRO,2024,BOTH,GTEQ_55_YEARS,228051.000000000
BWA,AFRO,2024,BOTH,GTEQ_60_YEARS,154308.000000000
BWA,AFRO,2024,BOTH,GTEQ_65_YEARS,101762.000000000
BWA,AFRO,2024,BOTH,GTEQ_75_YEARS,32759.000000000
CAF,AFRO,2024,BOTH,GTEQ_50_YEARS,400357.000000000
CAF,AFRO,2024,BOTH,GTEQ_55_YEARS,292559.000000000
CAF,AFRO,2024,BOTH,GTEQ_60_YEARS,194488.000000000
CAF,AFRO,2024,BOTH,GTEQ_65_YEARS,114674.000000000
CAF,AFRO,2024,BOTH,GTEQ_75_YEARS,22732.000000000
CAN,AMRO,2024,BOTH,GTEQ_50_YEARS,15502194.000000000
CAN,AMRO,2024,BOTH,GTEQ_55_YEARS,13074466.000000000
CAN,AMRO,2024,BOTH,GTEQ_60_YEARS,10563952.000000000
CAN,AMRO,2024,BOTH,GTEQ_65_YEARS,7868846.000000000
CAN,AMRO,2024,BOTH,GTEQ_75_YEARS,3465375.000000000
CHE,EURO,2024,BOTH,GTEQ_50_YEARS,3689918.000000000
CHE,EURO,2024,BOTH,GTEQ_55_YEARS,3064387.000000000
CHE,EURO,2024,BOTH,GTEQ_60_YEARS,2395803.000000000
CHE,EURO,2024,BOTH,GTEQ_65_YEARS,1786106.000000000
CHE,EURO,2024,BOTH,GTEQ_75_YEARS,889067.000000000
CHL,AMRO,2024,BOTH,GTEQ_50_YEARS,6350728.000000000
CHL,AMRO,2024,BOTH,GTEQ_55_YEARS,5073826.000000000
CHL,AMRO,2024,BOTH,GTEQ_60_YEARS,3871363.000000000
CHL,AMRO,2024,BOTH,GTEQ_65_YEARS,2793775.000000000
CHL,AMRO,2024,BOTH,GTEQ_75_YEARS,1151540.000000000
CHN,WPRO,2024,BOTH,GTEQ_50_YEARS,526805375.000000000
CHN,WPRO,2024,BOTH,GTEQ_55_YEARS,406938952.000000000
CHN,WPRO,2024,BOTH,GTEQ_60_YEARS,292189325.000000000
CHN,WPRO,2024,BOTH,GTEQ_65_YEARS,208147293.000000000
CHN,WPRO,2024,BOTH,GTEQ_75_YEARS,71764513.000000000
CIV,AFRO,2024,BOTH,GTEQ_50_YEARS,3066360.000000000
CIV,AFRO,2024,BOTH,GTEQ_55_YEARS,2087433.000000000
CIV,AFRO,2024,BOTH,GTEQ_60_YEARS,1364861.000000000
CIV,AFRO,2024,BOTH,GTEQ_65_YEARS,833164.000000000
CIV,AFRO,2024,BOTH,GTEQ_75_YEARS,240355.000000000
CMR,AFRO,2024,BOTH,GTEQ_50_YEARS,2801773.000000000
CMR,AFRO,2024,BOTH,GTEQ_55_YEARS,1937291.000000000
CMR,AFRO,2024,BOTH,GTEQ_60_YEARS,1292796.000000000
CMR,AFRO,2024,BOTH,GTEQ_65_YEARS,813959.000000000
CMR,AFRO,2024,BOTH,GTEQ_75_YEARS,237256.000000000
COD,AFRO,2024,BOTH,GTEQ_50_YEARS,10570501.000000000
COD,AFRO,2024,BOTH,GTEQ_55_YEARS,7672000.000000000
COD,AFRO,2024,BOTH,GTEQ_60_YEARS,5257343.000000000
COD,AFRO,2024,BOTH,GTEQ_65_YEARS,3360884.000000000
COD,AFRO,2024,BOTH,GTEQ_75_YEARS,1018047.000000000
COG,AFRO,2024,BOTH,GTEQ_50_YEARS,723068.000000000
COG,AFRO,2024,BOTH,GTEQ_55_YEARS,496190.000000000
COG,AFRO,2024,BOTH,GTEQ_60_YEARS,317992.000000000
COG,AFRO,2024,BOTH,GTEQ_65_YEARS,189087.000000000
COG,AFRO,2024,BOTH,GTEQ_75_YEARS,50609.000000000
COK,WPRO,2024,BOTH,GTEQ_50_YEARS,4742.000000000
COK,WPRO,2024,BOTH,GTEQ_55_YEARS,3791.000000000
COK,WPRO,2024,BOTH,GTEQ_60_YEARS,2802.000000000
COK,WPRO,2024,BOTH,GTEQ_65_YEARS,1891.000000000
COK,WPRO,2024,BOTH,GTEQ_75_YEARS,728.000000000
COL,AMRO,2024,BOTH,GTEQ_50_YEARS,13637554.000000000
COL,AMRO,2024,BOTH,GTEQ_55_YEARS,10613563.000000000
COL,AMRO,2024,BOTH,GTEQ_60_YEARS,7719754.000000000
COL,AMRO,2024,BOTH,GTEQ_65_YEARS,5171467.000000000
COL,AMRO,2024,BOTH,GTEQ_75_YEARS,1759043.000000000
COM,AFRO,2024,BOTH,GTEQ_50_YEARS,114855.000000000
COM,AFRO,2024,BOTH,GTEQ_55_YEARS,83280.000000000
COM,AFRO,2024,BOTH,GTEQ_60_YEARS,58066.000000000
COM,AFRO,2024,BOTH,GTEQ_65_YEARS,38764.000000000
COM,AFRO,2024,BOTH,GTEQ_75_YEARS,13131.000000000
CPV,AFRO,2024,BOTH,GTEQ_50_YEARS,101023.000000000
CPV,AFRO,2024,BOTH,GTEQ_55_YEARS,77900.000000000
CPV,AFRO,2024,BOTH,GTEQ_60_YEARS,55441.000000000
CPV,AFRO,2024,BOTH,GTEQ_65_YEARS,36007.000000000
CPV,AFRO,2024,BOTH,GTEQ_75_YEARS,12334.000000000
CRI,AMRO,2024,BOTH,GTEQ_50_YEARS,1491354.000000000
CRI,AMRO,2024,BOTH,GTEQ_55_YEARS,1191830.000000000
CRI,AMRO,2024,BOTH,GTEQ_60_YEARS,899461.000000000
CRI,AMRO,2024,BOTH,GTEQ_65_YEARS,627150.000000000
CRI,AMRO,2024,BOTH,GTEQ_75_YEARS,248500.000000000
CUB,AMRO,2024,BOTH,GTEQ_50_YEARS,4548440.000000000
CUB,AMRO,2024,BOTH,GTEQ_55_YEARS,3600760.000000000
CUB,AMRO,2024,BOTH,GTEQ_60_YEARS,2635685.000000000
CUB,AMRO,2024,BOTH,GTEQ_65_YEARS,1819256.000000000
CUB,AMRO,2024,BOTH,GTEQ_75_YEARS,811746.000000000
CUW,AMRO,2024,BOTH,GTEQ_50_YEARS,68997.000000000
CUW,AMRO,2024,BOTH,GTEQ_55_YEARS,56843.000000000
CUW,AMRO,2024,BOTH,GTEQ_60_YEARS,44054.000000000
CUW,AMRO,2024,BOTH,GTEQ_65_YEARS,31135.000000000
CUW,AMRO,2024,BOTH,GTEQ_75_YEARS,11743.000000000
CYM,AMRO,2024,BOTH,GTEQ_50_YEARS,22450.000000000
CYM,AMRO,2024,BOTH,GTEQ_55_YEARS,16196.000000000
CYM,AMRO,2024,BOTH,GTEQ_60_YEARS,10791.000000000
CYM,AMRO,2024,BOTH,GTEQ_65_YEARS,6709.000000000
CYM,AMRO,2024,BOTH,GTEQ_75_YEARS,2249.000000000
CYP,EURO,2024,BOTH,GTEQ_50_YEARS,439560.000000000
CYP,EURO,2024,BOTH,GTEQ_55_YEARS,352211.000000000
CYP,EURO,2024,BOTH,GTEQ_60_YEARS,271511.000000000
CYP,EURO,2024,BOTH,GTEQ_65_YEARS,198537.000000000
CYP,EURO,2024,BOTH,GTEQ_75_YEARS,85461.000000000
CZE,EURO,2024,BOTH,GTEQ_50_YEARS,4319900.000000000
CZE,EURO,2024,BOTH,GTEQ_55_YEARS,3520602.000000000
CZE,EURO,2024,BOTH,GTEQ_60_YEARS,2849718.000000000
CZE,EURO,2024,BOTH,GTEQ_65_YEARS,2237938.000000000
CZE,EURO,2024,BOTH,GTEQ_75_YEARS,1010479.000000000
DEU,EURO,2024,BOTH,GTEQ_50_YEARS,38591428.000000000
DEU,EURO,2024,BOTH,GTEQ_55_YEARS,33051491.000000000
DEU,EURO,2024,BOTH,GTEQ_60_YEARS,26209692.000000000
DEU,EURO,2024,BOTH,GTEQ_65_YEARS,19612396.000000000
DEU,EURO,2024,BOTH,GTEQ_75_YEARS,9669841.000000000
DJI,EMRO,2024,BOTH,GTEQ_50_YEARS,188080.000000000
DJI,EMRO,2024,BOTH,GTEQ_55_YEARS,132224.000000000
DJI,EMRO,2024,BOTH,GTEQ_60_YEARS,88875.000000000
DJI,EMRO,2024,BOTH,GTEQ_65_YEARS,56700.000000000
DJI,EMRO,2024,BOTH,GTEQ_75_YEARS,18004.000000000
DMA,AMRO,2024,BOTH,GTEQ_50_YEARS,21669.000000000
DMA,AMRO,2024,BOTH,GTEQ_55_YEARS,17092.000000000
DMA,AMRO,2024,BOTH,GTEQ_60_YEARS,12494.000000000
DMA,AMRO,2024,BOTH,GTEQ_65_YEARS,8585.000000000
DMA,AMRO,2024,BOTH,GTEQ_75_YEARS,3231.000000000
DNK,EURO,2024,BOTH,GTEQ_50_YEARS,2430738.000000000
DNK,EURO,2024,BOTH,GTEQ_55_YEARS,2037304.000000000
DNK,EURO,2024,BOTH,GTEQ_60_YEARS,1622761.000000000
DNK,EURO,2024,BOTH,GTEQ_65_YEARS,1247262.000000000
DNK,EURO,2024,BOTH,GTEQ_75_YEARS,620133.000000000
DOM,AMRO,2024,BOTH,GTEQ_50_YEARS,2455020.000000000
DOM,AMRO,2024,BOTH,GTEQ_55_YEARS,1870078.000000000
DOM,AMRO,2024,BOTH,GTEQ_60_YEARS,1352507.000000000
DOM,AMRO,2024,BOTH,GTEQ_65_YEARS,900441.000000000
DOM,AMRO,2024,BOTH,GTEQ_75_YEARS,300026.000000000
DZA,AFRO,2024,BOTH,GTEQ_50_YEARS,9274201.000000000
DZA,AFRO,2024,BOTH,GTEQ_55_YEARS,6780365.000000000
DZA,AFRO,2024,BOTH,GTEQ_60_YEARS,4693624.000000000
DZA,AFRO,2024,BOTH,GTEQ_65_YEARS,3081427.000000000
DZA,AFRO,2024,BOTH,GTEQ_75_YEARS,958537.000000000
ECU,AMRO,2024,BOTH,GTEQ_50_YEARS,3902723.000000000
ECU,AMRO,2024,BOTH,GTEQ_55_YEARS,2969219.000000000
ECU,AMRO,2024,BOTH,GTEQ_60_YEARS,2172086.000000000
ECU,AMRO,2024,BOTH,GTEQ_65_YEARS,1513234.000000000
ECU,AMRO,2024,BOTH,GTEQ_75_YEARS,570136.000000000
EGY,EMRO,2024,BOTH,GTEQ_50_YEARS,19183476.000000000
EGY,EMRO,2024,BOTH,GTEQ_55_YEARS,13968310.000000000
EGY,EMRO,2024,BOTH,GTEQ_60_YEARS,9563062.000000000
EGY,EMRO,2024,BOTH,GTEQ_65_YEARS,5962453.000000000
EGY,EMRO,2024,BOTH,GTEQ_75_YEARS,1515043.000000000
ERI,AFRO,2024,BOTH,GTEQ_50_YEARS,441595.000000000
ERI,AFRO,2024,BOTH,GTEQ_55_YEARS,325527.000000000
ERI,AFRO,2024,BOTH,GTEQ_60_YEARS,227103.000000000
ERI,AFRO,2024,BOTH,GTEQ_65_YEARS,148605.000000000
ERI,AFRO,2024,BOTH,GTEQ_75_YEARS,52118.000000000
ESH,,2024,BOTH,GTEQ_50_YEARS,121310.000000000
ESH,,2024,BOTH,GTEQ_55_YEARS,86833.000000000
ESH,,2024,BOTH,GTEQ_60_YEARS,59921.000000000
ESH,,2024,BOTH,GTEQ_65_YEARS,38704.000000000
ESH,,2024,BOTH,GTEQ_75_YEARS,10018.000000000
ESP,EURO,2024,BOTH,GTEQ_50_YEARS,21031717.000000000
ESP,EURO,2024,BOTH,GTEQ_55_YEARS,17164230.000000000
ESP,EURO,2024,BOTH,GTEQ_60_YEARS,13464895.000000000
ESP,EURO,2024,BOTH,GTEQ_65_YEARS,10130903.000000000
ESP,EURO,2024,BOTH,GTEQ_75_YEARS,5043468.000000000
EST,EURO,2024,BOTH,GTEQ_50_YEARS,553897.000000000
EST,EURO,2024,BOTH,GTEQ_55_YEARS,460730.000000000
EST,EURO,2024,BOTH,GTEQ_60_YEARS,376821.000000000
EST,EURO,2024,BOTH,GTEQ_65_YEARS,289770.000000000
EST,EURO,2024,BOTH,GTEQ_75_YEARS,136037.000000000
ETH,AFRO,2024,BOTH,GTEQ_50_YEARS,14004625.000000000
ETH,AFRO,2024,BOTH,GTEQ_55_YEARS,10070081.000000000
ETH,AFRO,2024,BOTH,GTEQ_60_YEARS,6797904.000000000
ETH,AFRO,2024,BOTH,GTEQ_65_YEARS,4265517.000000000
ETH,AFRO,2024,BOTH,GTEQ_75_YEARS,1342922.000000000
FIN,EURO,2024,BOTH,GTEQ_50_YEARS,2386572.000000000
FIN,EURO,2024,BOTH,GTEQ_55_YEARS,2067935.000000000
FIN,EURO,2024,BOTH,GTEQ_60_YEARS,1707046.000000000
FIN,EURO,2024,BOTH,GTEQ_65_YEARS,1342391.000000000
FIN,EURO,2024,BOTH,GTEQ_75_YEARS,651421.000000000
FJI,WPRO,2024,BOTH,GTEQ_50_YEARS,185499.000000000
FJI,WPRO,2024,BOTH,GTEQ_55_YEARS,140460.000000000
FJI,WPRO,2024,BOTH,GTEQ_60_YEARS,97309.000000000
FJI,WPRO,2024,BOTH,GTEQ_65_YEARS,60258.000000000
FJI,WPRO,2024,BOTH,GTEQ_75_YEARS,17280.000000000
FLK,,2024,BOTH,GTEQ_50_YEARS,1317.000000000
FLK,,2024,BOTH,GTEQ_55_YEARS,976.000000000
FLK,,2024,BOTH,GTEQ_60_YEARS,682.000000000
FLK,,2024,BOTH,GTEQ_65_YEARS,437.000000000
FLK,,2024,BOTH,GTEQ_75_YEARS,193.000000000
FRA,EURO,2024,BOTH,GTEQ_50_YEARS,27566905.000000000
FRA,EURO,2024,BOTH,GTEQ_55_YEARS,23169205.000000000
FRA,EURO,2024,BOTH,GTEQ_60_YEARS,18913751.000000000
FRA,EURO,2024,BOTH,GTEQ_65_YEARS,14738222.000000000
FRA,EURO,2024,BOTH,GTEQ_75_YEARS,7194218.000000000
FRO,EURO,2024,BOTH,GTEQ_50_YEARS,19829.000000000
FRO,EURO,2024,BOTH,GTEQ_55_YEARS,16487.000000000
