COUNTRY,YEAR,VACCINECODE,INTERVENTION,SCHEDULEROUNDS,TARGETPOP,GEOAREA,AGEADMINISTERED,SUBNATIONAL_TARGET,SOURCECOMMENT,COMMENTORIGINAL,LEG_COMMENT,LEG_CREATEDBY,LEG_MODIFIEDBY,LEG_DATESTAMP
GRD,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,Older adults with chronic conditions,,,,,
GRD,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
UZB,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
UZB,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
UZB,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, older adults with chronic conditions",,,,,
UZB,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
NPL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 10/Jun/2025,,,
NPL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 10/Jun/2025,,,
NPL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 10/Jun/2025,,,
NPL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,Updated eJRF 2024 received 10/Jun/2025,,,
NPL,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 10/Jun/2025,,,
PRT,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with with chronic conditions, other groups",,,,,
PRT,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
PRT,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
PRT,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
PAK,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 12/Jun/2025,,,
GMB,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 19/Jun/2025,,,
GMB,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 19/Jun/2025,,,
GMB,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, older adults with chronic conditions",,Updated eJRF 2024 received 19/Jun/2025,,,
GMB,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 19/Jun/2025,,,
JPN,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,Updated eJRF 2024 received 19/Jun/2025,,,
JPN,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,Older adults with chronic conditions,,Updated eJRF 2024 received 19/Jun/2025,,,
LVA,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 21/Jun/2025,,,
LUX,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 19/Jun/2025,,,
LUX,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 19/Jun/2025,,,
LUX,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 19/Jun/2025,,,
LUX,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older with chronic conditions",,Updated eJRF 2024 received 19/Jun/2025,,,
BHS,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 19/Jun/2025,,,
BHS,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 19/Jun/2025,,,
BHS,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 19/Jun/2025,,,
BHS,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older with chronic conditions",,Updated eJRF 2024 received 19/Jun/2025,,,
BHS,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 19/Jun/2025,,,
PHL,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 20/Jun/2025,,,
PHL,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 20/Jun/2025,,,
PHL,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 20/Jun/2025,,,
PHL,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions, other groups",,Updated eJRF 2024 received 20/Jun/2025,,,
PHL,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 20/Jun/2025,,,
CAF,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 19/Jun/2025,,,
CAF,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 19/Jun/2025,,,
CAF,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,Updated eJRF 2024 received 19/Jun/2025,,,
CAF,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 19/Jun/2025,,,
AND,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
AND,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
AND,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
AND,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
VNM,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,,,,
VNM,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
VNM,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,pregnant women,,,,,
VNM,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Adults with chronic conditions, older adults with chronic conditions",,,,,
ITA,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
ITA,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,,,,
ITA,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,,,,
ITA,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,,,,
ROU,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,Updated eJRF 2024 received 16/Jun/2025,,,
ROU,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,Updated eJRF 2024 received 16/Jun/2025,,,
ROU,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 16/Jun/2025,,,
ROU,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 16/Jun/2025,,,
BRA,2024,COVID19,,1,,NATIONAL,,-9999.000000000,All children and adolescents,,Updated eJRF 2024 received 23/Jun/2025,,,
BON,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,All older adults,,,,,
BON,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,Adults with chronic conditions,,,,,
GUM,2024,COVID19,,1,ADULTS,NATIONAL,,,All adults,,,,,
JOR,2024,COVID19,,1,RISKGROUPS,NATIONAL,,-9999.000000000,"Children and adolescents with chronic conditions, adults with chronic conditions, older adults with chronic conditions",,Updated eJRF 2024 received 25/Jun/2025,,,
JOR,2024,COVID19,,1,PW,NATIONAL,,-9999.000000000,Pregnant women,,Updated eJRF 2024 received 25/Jun/2025,,,
JOR,2024,COVID19,,1,HW,NATIONAL,,-9999.000000000,Health and care workers,,Updated eJRF 2024 received 25/Jun/2025,,,
JOR,2024,COVID19,,1,ADULTS,NATIONAL,,-9999.000000000,"All adults, all older adults",,Updated eJRF 2024 received 25/Jun/2025,,,
